Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1108,60,3,5.123963979403259,10.054361440970256,1,2,3,1,4,0,13,2,1,3,5,7,5,0,0,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0.0,5,0.0,868.0,868.0,2,4,1,3,6.787844982309579,1134,0,7.611347717403621,0.0,0.0,2,1,3,1,2,9,4,1,3,5,0.0,2,2.0,422.0,1,2,2,0,100,0,0,0,0,0,9,2006,3,4,12.523525876315125
1109,60,3,4.23410650459726,8.995040974685022,1,0,1,1,0,0,13,2,1,3,5,6,5,7,7,0,0,10,10,1,0.0,1,3,4,2,2,1,5,0.0,5,0.0,924.0,924.0,2,4,1,3,6.854354502255021,742,0,7.432483807917119,0.0,0.0,2,1,3,1,1,7,4,1,1,4,7.0,2,2.0,463.0,1,2,2,100,48,0,0,0,0,0,11,2007,2,0,12.106252310247962
1110,20,3,4.672828834461906,9.338029733117072,1,1,1,1,0,0,21,2,1,3,3,8,5,5,4,0,0,4,3,4,42.0,2,3,4,3,2,2,6,1039.0,5,0.0,797.0,1836.0,2,4,1,3,7.515344571180436,0,0,7.515344571180436,1.0,0.0,2,0,3,1,2,7,4,1,3,4,5.0,3,3.0,862.0,1,2,2,125,185,0,0,0,0,0,3,2009,2,3,12.542544882151386
1111,60,3,4.23410650459726,8.987196820661973,1,0,1,1,0,0,13,2,1,3,5,6,5,13,12,0,0,6,5,1,0.0,1,3,4,2,2,1,6,219.0,5,0.0,554.0,773.0,2,3,1,3,6.650279048587422,885,0,7.4133673356952405,1.0,0.0,2,1,3,1,1,8,4,1,1,4,13.0,3,2.0,431.0,1,2,2,224,84,0,0,0,0,0,6,2008,2,3,12.144197241812087
1112,60,3,4.382026634673881,9.257223957875032,1,0,1,1,0,0,12,2,1,3,5,7,6,32,32,2,0,7,7,2,660.0,1,3,2,1,2,1,4,403.0,5,0.0,400.0,803.0,2,2,1,3,7.001245622069476,866,0,7.582738488914411,0.0,0.0,2,1,4,1,1,8,4,1,3,4,32.0,2,2.0,483.0,1,2,2,0,69,0,0,0,0,0,9,2008,2,3,12.230765258120545
1113,20,3,4.290459441148391,8.867850063029406,1,1,1,1,1,0,8,2,1,3,3,5,7,49,49,0,0,3,4,1,0.0,1,3,2,1,2,1,6,708.0,5,0.0,108.0,816.0,2,2,1,2,6.704414354964107,0,0,6.704414354964107,1.0,0.0,1,0,2,1,1,5,4,0,1,2,49.0,1,1.0,308.0,1,2,2,0,0,0,0,0,0,0,7,2006,2,3,11.77452020265869
1114,20,3,4.189654742026425,9.09638749190015,1,0,1,1,0,0,8,2,1,3,3,5,7,54,1,0,0,2,1,1,0.0,1,3,2,1,2,1,2,643.0,5,0.0,365.0,1008.0,2,3,1,3,6.915723448631314,0,0,6.915723448631314,1.0,0.0,1,0,2,1,2,6,4,0,1,4,54.0,1,1.0,240.0,1,2,2,0,18,0,0,0,0,0,5,2007,2,3,11.809319478024031
1115,20,3,4.499809670330265,8.594154232552366,1,0,1,1,0,0,4,2,1,3,3,5,7,52,6,0,0,4,3,1,0.0,1,2,2,1,2,1,1,415.0,5,0.0,418.0,833.0,2,4,1,3,6.725033642166843,0,0,6.725033642166843,0.0,0.0,1,0,2,1,2,4,4,0,1,2,51.0,1,1.0,326.0,1,2,2,0,0,0,0,0,0,0,8,2006,2,3,11.669929213779893
1116,20,3,4.532599493153256,9.399720293137584,1,0,1,1,0,0,21,2,1,3,3,8,5,0,0,2,0,10,10,4,328.0,2,3,4,3,2,1,6,1004.0,5,0.0,730.0,1734.0,2,4,1,3,7.458186157340487,0,0,7.458186157340487,1.0,0.0,2,0,3,1,3,7,4,1,3,4,0.0,2,3.0,928.0,1,2,2,0,0,0,0,0,0,0,11,2007,3,4,12.669806661762314
1117,80,3,4.23410650459726,8.955448122347393,1,0,1,1,0,0,13,2,1,3,4,8,5,7,7,2,0,10,10,1,0.0,2,3,4,2,2,1,6,353.0,5,0.0,55.0,408.0,2,4,1,3,6.658011045870748,640,0,7.257707677160043,1.0,0.0,2,1,3,1,2,7,4,1,1,5,7.0,3,2.0,527.0,1,2,2,120,0,0,0,0,0,0,3,2009,2,3,12.123234367221169
1118,20,3,4.04305126783455,9.186457431512851,1,1,1,1,2,0,6,1,1,3,3,5,7,41,5,0,0,10,10,1,0.0,1,3,2,1,2,1,2,702.0,5,0.0,192.0,894.0,2,4,1,3,6.795705775173514,0,0,6.795705775173514,1.0,0.0,1,0,3,1,2,5,4,0,1,4,41.0,2,2.0,450.0,1,2,2,0,0,0,0,0,0,0,5,2008,2,3,11.77528972943772
1119,80,3,4.442651256490317,9.534233826390535,1,0,1,1,0,0,6,2,1,3,4,5,6,50,21,0,0,4,3,1,0.0,1,2,2,1,2,1,5,0.0,5,0.0,533.0,533.0,2,2,1,3,6.928537818164665,580,0,7.3783837129967145,0.0,1.0,1,0,3,1,1,6,1,0,1,5,50.0,2,1.0,300.0,1,2,2,280,34,0,0,0,0,0,12,2008,2,3,11.84939770159144
1120,20,3,4.248495242049359,8.930626469173578,1,0,1,1,0,0,8,2,1,3,3,5,5,47,47,0,0,8,1,1,0.0,1,3,2,1,2,1,3,369.0,5,0.0,671.0,1040.0,2,2,1,2,6.946975992135418,0,0,6.946975992135418,0.0,0.0,1,0,3,1,1,6,4,0,1,4,47.0,2,1.0,286.0,1,2,2,140,0,252,0,0,0,0,7,2006,2,3,11.803353763090035
1121,30,1,4.07753744390572,9.019542996701185,1,0,0,1,0,1,0,2,1,3,3,6,5,87,57,0,0,8,8,1,0.0,1,3,1,1,2,1,5,0.0,5,0.0,1012.0,1012.0,2,2,1,2,6.919683849847411,0,0,6.919683849847411,0.0,0.0,1,0,2,1,1,6,4,1,3,2,87.0,1,1.0,308.0,1,2,2,0,22,112,0,0,0,0,5,2007,2,3,11.681824001432043
1122,20,3,4.430816798843313,9.218705288307811,1,0,1,1,0,0,14,2,1,3,3,7,5,1,0,0,0,10,10,2,196.0,2,3,4,2,2,3,6,24.0,5,0.0,1528.0,1552.0,2,4,1,3,7.347299700743164,0,0,7.347299700743164,0.0,0.0,2,0,3,1,2,7,4,0,1,4,1.0,2,3.0,782.0,1,2,2,144,20,0,0,0,0,0,7,2006,3,4,12.26857785088157
1123,20,3,4.23410650459726,9.096723645189215,1,1,1,1,1,0,5,2,1,3,3,4,3,53,53,0,0,0,0,1,0.0,1,3,2,1,2,1,5,0.0,5,0.0,672.0,672.0,2,4,1,2,6.866933284461882,0,0,6.866933284461882,0.0,0.0,1,0,3,1,1,5,4,0,1,3,53.0,1,1.0,288.0,1,2,2,64,0,0,0,160,0,0,10,2009,0,0,11.626254150277232
1124,20,3,3.912023005428146,9.14899674173513,1,0,1,1,0,0,5,2,1,3,3,5,9,62,1,2,0,10,10,1,0.0,1,1,2,1,2,1,5,0.0,5,0.0,698.0,698.0,2,4,1,3,6.548219102762372,0,0,6.548219102762372,0.0,1.0,1,0,2,1,1,4,4,0,1,0,1940.0,0,0.0,0.0,1,2,2,0,200,0,0,0,0,0,6,2009,2,3,11.678439903447801
1125,80,3,4.23410650459726,9.118773178450692,1,1,1,1,0,0,13,2,1,3,4,7,5,15,15,0,0,6,5,2,170.0,1,3,4,2,2,1,5,0.0,5,0.0,384.0,384.0,2,3,1,3,6.699500340161678,670,0,7.301147805856032,0.0,0.0,2,1,3,1,2,7,4,1,1,4,15.0,3,2.0,392.0,1,2,2,100,25,0,0,0,0,0,7,2007,2,3,12.00701176473192
1126,20,3,4.0943445622221,9.252824983582338,1,0,1,1,0,0,8,2,1,3,3,4,5,54,54,0,0,7,7,1,0.0,1,3,2,1,2,1,5,0.0,5,0.0,1005.0,1005.0,2,2,1,3,6.912742820493176,0,0,6.912742820493176,0.0,0.0,1,0,2,1,0,5,4,1,1,2,32.0,1,2.0,672.0,0,0,2,0,0,0,0,0,0,0,11,2009,2,3,11.652687407345388
1127,120,3,3.970291913552122,8.211754397375197,1,0,1,1,0,0,15,2,1,4,3,7,5,2,2,2,0,10,10,2,130.0,2,3,4,2,2,1,5,0.0,5,0.0,1373.0,1373.0,2,4,1,3,7.349230824613334,0,0,7.349230824613334,0.0,0.0,2,0,2,1,2,7,4,1,1,4,2.0,3,3.0,660.0,1,2,2,143,20,0,0,0,0,0,6,2009,2,3,12.066810578196666
1128,20,3,5.204006687076795,9.586857158128455,1,2,1,1,1,0,13,2,1,3,3,7,5,3,3,2,0,10,10,1,0.0,2,3,4,2,2,3,6,1300.0,5,0.0,230.0,1530.0,2,4,1,3,7.333023014386481,0,0,7.333023014386481,1.0,0.0,2,0,3,1,2,7,4,1,3,4,3.0,3,3.0,630.0,1,2,2,144,36,0,0,0,0,0,11,2007,2,2,12.464583340681674
1129,60,3,4.07753744390572,9.375515769935166,1,1,1,1,0,0,13,2,1,3,5,7,5,3,2,0,0,10,10,1,0.0,2,3,4,2,2,3,5,0.0,5,0.0,847.0,847.0,2,4,1,3,6.741700694652055,1112,0,7.580189417944541,0.0,0.0,2,1,4,1,2,8,4,1,3,5,3.0,3,2.0,434.0,1,2,2,100,48,0,0,0,0,0,7,2007,2,3,12.2783933071098
1130,90,1,4.0943445622221,8.881836305004146,1,0,1,1,0,0,4,2,1,2,0,5,5,27,27,0,0,4,3,2,180.0,1,3,2,2,2,4,6,936.0,5,0.0,0.0,936.0,2,2,1,3,6.841615476477592,0,0,6.841615476477592,1.0,0.0,1,0,2,1,1,4,4,0,1,2,27.0,1,2.0,672.0,1,2,2,49,0,0,0,0,0,0,8,2007,2,3,11.84939770159144
1131,50,3,4.174387269895637,8.962391701743002,1,0,1,1,0,0,7,2,1,3,1,4,3,81,59,0,0,3,7,1,0.0,1,3,1,1,2,1,2,622.0,5,0.0,500.0,1122.0,2,2,1,3,7.191429330036379,653,0,7.591357046698551,1.0,0.0,2,0,4,1,2,7,1,2,1,2,28.0,1,2.0,576.0,1,2,2,431,44,0,0,0,0,0,12,2009,2,3,11.813030057420567
1132,20,3,4.143134726391533,9.279119887371008,1,0,1,1,0,0,9,2,1,3,3,5,5,16,15,0,0,6,5,1,0.0,1,3,4,2,2,2,2,212.0,5,0.0,762.0,974.0,2,2,1,3,6.881411303642535,0,0,6.881411303642535,0.0,0.0,1,0,3,1,1,5,4,0,1,0,1938.0,0,0.0,0.0,1,2,2,0,28,0,0,0,0,0,9,2007,1,0,11.44571671527678
1133,70,1,4.499809670330265,9.20029003612268,1,0,1,1,0,0,4,2,1,3,5,6,4,127,57,0,0,2,1,1,0.0,1,3,1,1,2,2,5,0.0,5,0.0,1008.0,1008.0,1,2,1,3,7.071573364211532,1032,0,7.700747794511798,0.0,0.0,2,0,5,1,0,8,4,0,1,2,77.0,1,1.0,205.0,0,2,0,0,48,0,0,0,0,0,5,2007,2,3,11.67419361256635
1134,60,3,4.382026634673881,9.19299073364107,1,1,1,1,0,0,10,2,1,3,5,8,5,14,14,0,0,10,10,1,0.0,2,3,4,2,2,1,6,584.0,5,0.0,544.0,1128.0,2,4,1,3,7.040536390215956,878,0,7.61085279039525,0.0,0.0,2,1,3,1,2,8,4,1,1,4,14.0,2,2.0,466.0,1,2,2,0,155,0,0,0,0,0,6,2009,2,3,12.386308695833106
1135,60,3,4.04305126783455,9.079434102128383,1,1,3,1,0,0,13,2,1,3,5,6,5,10,10,0,0,10,10,1,0.0,1,3,4,2,2,3,5,0.0,5,0.0,916.0,916.0,2,3,1,3,6.82001636467413,684,0,7.3777589082278725,0.0,0.0,2,1,3,1,1,7,4,1,1,4,10.0,3,2.0,460.0,1,2,2,100,38,0,0,0,0,0,8,2007,2,3,12.037653993905211
1136,30,1,4.0943445622221,8.729073550451737,1,0,1,1,1,0,3,2,1,3,3,6,5,81,57,0,0,2,1,1,0.0,1,3,1,1,2,1,5,0.0,5,0.0,960.0,960.0,2,2,0,3,6.893656354602635,0,0,6.893656354602635,0.0,0.0,1,0,2,1,1,5,4,1,3,2,81.0,1,1.0,180.0,1,2,2,0,128,0,0,0,0,0,5,2007,2,3,11.532728092266408
1137,50,3,4.382026634673881,9.169518377455928,1,0,1,1,0,0,8,2,1,3,1,6,5,58,58,0,0,10,10,1,0.0,1,3,2,1,2,1,2,280.0,5,0.0,752.0,1032.0,2,2,1,2,6.939253946041508,220,0,7.132497551660044,0.0,0.0,1,0,3,1,1,6,4,0,1,4,58.0,1,1.0,288.0,1,2,2,0,0,96,0,0,0,0,4,2008,2,0,11.686878772093667
1138,50,3,3.9889840465642745,8.754949455098293,1,0,1,1,0,0,6,1,1,3,1,5,8,135,14,0,0,10,10,1,0.0,1,2,2,1,2,1,5,0.0,5,0.0,780.0,780.0,2,3,0,3,6.659293919683638,240,0,6.927557906278317,0.0,0.0,1,0,2,1,1,6,4,0,1,0,1941.0,0,0.0,0.0,1,2,0,0,0,176,0,0,0,0,5,2010,2,3,11.451050061252142
1139,20,3,4.23410650459726,9.19207456316929,1,1,1,1,0,1,9,2,1,3,3,6,5,32,32,0,0,7,6,1,0.0,1,3,4,1,2,4,4,1567.0,5,0.0,0.0,1567.0,2,2,1,3,7.356918242356021,0,0,7.356918242356021,1.0,0.0,2,0,2,1,2,5,4,2,1,4,32.0,2,2.0,714.0,1,2,2,264,32,0,0,0,0,0,5,2009,2,3,12.185869938212655
1140,30,3,4.584967478670572,9.074635189810808,1,1,1,1,0,0,3,2,1,3,3,5,5,87,57,0,0,5,2,1,0.0,1,0,1,1,2,1,2,645.0,5,0.0,270.0,915.0,2,2,1,3,7.062191632286556,0,0,7.062191632286556,0.0,0.0,1,0,3,1,1,6,0,1,3,2,35.0,1,2.0,495.0,1,2,2,0,0,216,0,126,0,0,5,2007,2,3,11.877568578558138
1141,20,3,4.0943445622221,8.902455592206882,1,0,1,1,1,0,8,2,1,3,3,5,7,57,57,0,0,6,5,1,0.0,1,3,2,1,2,2,4,852.0,5,0.0,100.0,952.0,2,2,1,3,6.858565034791365,0,0,6.858565034791365,1.0,0.0,1,0,2,1,1,4,4,0,1,2,20.0,1,2.0,840.0,1,2,2,0,0,0,0,0,0,0,6,2008,0,0,11.842229212112828
1142,60,3,4.23410650459726,9.240287448344136,1,1,1,1,4,0,12,5,1,3,5,5,7,33,33,0,0,7,7,2,44.0,1,2,2,1,2,1,4,381.0,5,0.0,399.0,780.0,2,4,1,3,6.992096427415888,780,0,7.532623618788788,1.0,0.0,2,1,4,1,2,9,4,1,1,4,33.0,1,2.0,484.0,1,2,2,448,96,0,0,0,0,0,10,2009,2,3,12.193493863323313
1143,60,3,4.343805421853684,9.206834232646894,1,0,1,1,0,0,14,2,1,3,5,8,5,1,0,2,0,10,10,4,340.0,2,3,4,3,2,4,6,1150.0,5,0.0,316.0,1466.0,2,4,1,3,7.290292882446597,1362,0,7.947325027016463,1.0,0.0,3,0,4,1,2,11,4,1,1,5,1.0,2,3.0,1052.0,1,2,2,125,144,0,0,0,0,0,4,2007,3,4,12.959538518762063
1144,20,3,4.23410650459726,9.104979856318357,1,0,1,1,0,0,6,2,1,3,3,5,3,49,49,0,0,2,7,1,0.0,1,3,2,1,2,1,6,288.0,5,0.0,718.0,1006.0,2,2,1,3,6.913737350659685,0,0,6.913737350659685,0.0,0.0,1,0,3,1,1,5,4,0,1,0,1939.0,0,0.0,0.0,1,2,2,0,24,0,0,0,0,0,7,2008,2,3,11.289781913656018
1145,190,3,4.0943445622221,9.407550541263888,1,0,1,1,0,0,5,2,1,0,1,4,4,69,60,0,0,4,3,1,0.0,1,0,1,2,2,1,2,348.0,5,0.0,324.0,672.0,0,1,0,2,6.51025834052315,252,0,6.828712071641684,1.0,0.0,1,0,2,1,0,5,4,0,1,2,69.0,1,1.0,280.0,1,2,2,0,0,0,0,0,0,0,7,2010,2,3,11.289781913656018
1146,50,1,3.9512437185814275,8.738735461363474,1,0,1,1,0,0,3,2,1,3,1,5,6,78,56,0,0,4,3,1,0.0,1,3,1,1,2,1,5,0.0,5,0.0,1042.0,1042.0,2,4,1,3,6.948897222313312,534,0,7.362645270417825,0.0,0.0,1,0,3,1,1,8,4,1,3,2,78.0,1,1.0,225.0,1,2,2,0,0,0,0,0,0,0,8,2006,2,2,11.911701584927597
1147,20,3,4.23410650459726,9.323669057283185,1,0,1,1,0,0,10,2,1,3,3,6,5,21,21,0,0,2,4,2,85.0,2,3,2,2,2,1,6,1258.0,5,0.0,40.0,1298.0,2,2,1,3,7.168579897264035,0,0,7.168579897264035,1.0,0.0,2,0,3,1,2,5,4,1,1,4,21.0,1,2.0,403.0,1,2,2,165,26,0,0,0,0,0,5,2006,2,3,12.100712129872347
1148,70,3,4.31748811353631,9.392661928770137,1,0,0,1,0,0,16,2,1,3,5,7,7,68,59,0,0,4,3,1,0.0,1,3,2,1,2,1,1,275.0,5,0.0,429.0,704.0,2,4,1,3,6.756932389247553,704,0,7.355001921105257,0.0,0.0,1,1,3,1,0,7,4,1,3,4,68.0,1,1.0,234.0,1,2,2,0,0,0,0,0,0,0,7,2009,2,3,12.069680020624618
1149,50,1,4.23410650459726,8.648221453822641,1,0,1,1,0,0,4,2,1,3,1,7,7,82,58,0,0,2,1,1,0.0,1,3,4,1,2,1,5,0.0,5,0.0,572.0,572.0,2,2,1,3,6.349138991379798,539,0,7.01301578963963,0.0,0.0,1,0,2,1,1,5,4,1,3,2,26.0,1,1.0,288.0,1,2,2,0,0,176,0,0,0,0,8,2008,2,3,11.66907414746016
1150,70,1,3.912023005428146,9.104979856318357,1,0,1,1,0,0,4,0,1,3,5,7,9,89,21,2,0,10,10,1,0.0,1,2,4,1,2,1,4,624.0,5,0.0,26.0,650.0,2,4,1,3,6.723832440821209,650,0,7.301147805856032,0.0,1.0,1,0,3,1,1,7,4,0,1,2,79.0,1,2.0,324.0,1,2,2,0,0,0,0,0,0,0,7,2009,2,3,11.870599909242044
1151,20,3,4.04305126783455,9.021598247379305,1,1,1,1,0,0,8,2,1,3,3,6,5,57,57,0,0,8,8,1,0.0,1,3,2,1,2,1,5,0.0,5,0.0,932.0,932.0,2,4,1,2,6.837332814685591,0,0,6.837332814685591,0.0,0.0,1,0,2,1,2,4,4,1,3,4,57.0,1,1.0,306.0,1,2,2,0,0,214,0,0,0,0,11,2007,2,3,11.728036844587175
1152,20,3,4.897839799950911,9.784422445377189,1,0,1,1,0,0,5,2,1,3,3,5,4,47,47,0,0,6,7,2,132.0,1,3,2,1,2,1,2,176.0,5,0.0,1290.0,1466.0,2,2,1,3,7.290292882446597,0,0,7.290292882446597,0.0,0.0,1,1,3,1,0,6,4,2,3,4,47.0,3,2.0,528.0,1,2,2,0,140,0,0,100,0,0,11,2006,2,3,11.917723684090689
1153,20,3,4.499809670330265,9.55499334068759,1,1,1,1,0,0,16,2,1,3,3,6,7,50,2,0,0,1,6,1,0.0,1,3,4,1,2,1,4,296.0,4,547.0,230.0,1073.0,2,4,1,3,7.501634457883413,0,0,7.501634457883413,0.0,0.0,1,0,2,1,3,6,4,1,3,4,50.0,3,2.0,470.0,1,2,2,0,0,280,0,0,0,0,7,2006,2,0,12.345834587905333
1154,30,1,4.23410650459726,8.681011276645632,1,0,1,1,1,0,0,2,1,3,3,6,8,78,1,0,0,2,1,1,0.0,2,2,1,1,2,3,4,538.0,5,0.0,278.0,816.0,2,4,1,3,6.704414354964107,0,0,6.704414354964107,0.0,0.0,1,0,2,1,1,5,4,0,1,2,6.0,1,1.0,432.0,1,2,2,0,0,96,0,0,0,0,6,2008,2,3,11.699405031912846
1155,60,3,4.23410650459726,9.525151111816216,1,1,1,1,0,0,8,2,1,3,5,7,6,43,20,0,0,10,10,4,288.0,1,3,2,1,2,4,4,454.0,5,0.0,410.0,864.0,2,2,1,3,6.804614520062624,918,0,7.506591780070841,0.0,0.0,1,2,4,1,2,8,4,2,3,4,43.0,1,2.0,492.0,1,2,2,60,84,0,0,273,0,0,5,2008,2,3,12.215032386901646
1156,20,3,4.499809670330265,9.284334051884509,1,1,1,1,1,0,11,2,1,3,3,5,8,31,3,0,0,7,7,1,0.0,2,2,2,2,2,4,4,1157.0,5,0.0,280.0,1437.0,2,2,1,3,7.270312886079025,0,0,7.270312886079025,1.0,0.0,2,0,3,1,2,6,4,1,2,4,31.0,2,2.0,528.0,1,2,2,0,21,0,0,180,0,0,7,2007,2,3,12.292250341771226
1157,80,3,4.442651256490317,9.143131622282732,1,0,1,1,0,0,8,2,1,3,4,5,8,43,9,0,0,8,8,1,0.0,1,2,4,1,2,4,4,633.0,5,0.0,586.0,1219.0,2,3,1,3,7.142827401161621,0,0,7.142827401161621,0.0,1.0,2,0,3,1,2,6,4,1,3,4,43.0,2,2.0,502.0,1,2,2,0,92,0,96,0,0,0,10,2008,2,3,12.100156419938624
1158,120,3,3.5263605246161616,8.517393171418904,1,1,1,1,0,0,21,2,1,1,3,7,5,2,1,0,0,10,10,4,166.0,2,3,4,2,2,1,6,904.0,5,0.0,410.0,1314.0,2,4,1,3,7.1808311990445555,0,0,7.1808311990445555,1.0,0.0,2,0,2,1,2,6,4,1,3,4,1.0,2,2.0,626.0,1,2,2,172,62,0,0,0,0,0,7,2009,2,3,12.345834587905333
1159,20,3,4.5217885770490405,9.386979145634639,1,0,1,1,2,0,18,1,1,3,3,8,5,1,0,0,0,10,10,4,186.0,2,3,4,2,2,1,5,0.0,5,0.0,1580.0,1580.0,2,4,1,3,7.365180126021013,0,0,7.365180126021013,0.0,0.0,2,0,3,1,2,7,4,0,1,4,0.0,2,3.0,830.0,1,2,2,0,24,0,0,0,0,0,6,2008,1,4,12.367885325692589
1160,60,3,4.330733340286331,9.118225083068378,1,0,1,1,0,0,12,2,1,3,5,6,6,34,34,2,0,6,5,2,270.0,2,3,2,1,2,1,4,442.0,5,0.0,459.0,901.0,2,2,1,3,6.849066282633458,933,0,7.53689712956617,0.0,0.0,2,1,4,1,2,8,4,1,1,4,34.0,2,2.0,540.0,2,2,2,0,69,0,0,0,0,0,7,2008,2,3,12.128111104060462
1161,160,3,3.1780538303479458,7.731930721948486,1,0,1,1,0,0,11,2,1,1,5,6,5,32,32,0,0,7,6,1,0.0,1,3,2,2,2,1,4,311.0,5,0.0,544.0,855.0,2,1,1,3,6.75110146893676,601,0,7.283448228756631,0.0,0.0,2,1,3,1,1,7,4,1,1,4,32.0,1,2.0,440.0,1,2,2,26,0,0,0,0,0,0,7,2010,2,3,11.891361900690473
1162,20,3,4.23410650459726,9.600894867348593,1,1,2,1,4,0,16,5,1,3,3,6,7,54,2,2,0,6,5,2,72.0,2,3,2,1,2,1,2,728.0,5,0.0,568.0,1296.0,2,4,1,3,7.402451520818244,0,0,7.402451520818244,1.0,0.0,1,0,3,1,2,7,4,1,3,2,15.0,1,2.0,924.0,1,2,2,108,0,0,216,0,0,0,11,2008,2,3,12.319401330837177
1163,20,3,4.6913478822291435,9.07383312732152,1,0,1,1,0,0,6,2,1,3,3,5,5,39,39,0,0,10,10,1,0.0,1,3,2,2,2,1,2,492.0,5,0.0,402.0,894.0,2,3,1,3,6.795705775173514,0,0,6.795705775173514,0.0,0.0,1,0,3,1,1,5,4,1,0,4,39.0,3,2.0,450.0,1,2,2,0,0,0,0,0,0,0,5,2007,2,3,11.76756768334381
1164,90,3,4.0943445622221,9.464982590349763,1,0,1,1,0,0,6,1,1,2,0,4,4,39,39,0,0,7,7,1,0.0,1,3,2,2,2,3,6,1198.0,5,0.0,0.0,1198.0,2,2,1,3,7.1372784372603855,0,0,7.1372784372603855,2.0,0.0,0,2,0,2,1,6,4,0,1,1,39.0,1,2.0,400.0,0,2,2,120,0,0,0,0,0,0,1,2008,2,1,11.598726943661342
1165,80,3,4.23410650459726,9.69010867127683,1,1,1,1,2,0,11,1,1,3,4,5,7,29,29,0,0,7,7,1,0.0,1,3,4,2,2,4,4,680.0,2,391.0,289.0,1360.0,2,4,1,3,7.266827347520591,0,0,7.266827347520591,1.0,0.0,1,1,2,1,2,5,4,1,1,4,29.0,1,2.0,588.0,1,2,2,168,180,0,0,0,0,0,6,2007,2,3,12.175613438045465
1166,20,3,4.3694478524670215,9.163353580751846,1,1,1,1,0,0,21,2,1,3,3,7,5,0,0,0,0,10,10,4,268.0,2,3,4,2,2,1,5,0.0,5,0.0,1502.0,1502.0,2,4,1,3,7.31455283232408,0,0,7.31455283232408,0.0,0.0,2,0,3,1,2,7,4,0,1,4,0.0,2,2.0,644.0,1,2,2,0,114,0,0,0,0,0,9,2009,3,4,12.359523080243038
1167,20,3,4.1588830833596715,9.25674674479034,1,1,1,1,1,0,14,2,1,3,3,8,5,2,2,0,0,10,10,4,72.0,2,3,4,2,2,3,5,0.0,5,0.0,1694.0,1694.0,2,4,1,3,7.434847875211999,0,0,7.434847875211999,0.0,0.0,2,0,3,1,2,7,4,0,1,4,2.0,2,3.0,776.0,1,2,2,160,33,0,0,0,0,0,2,2010,2,3,12.41044104151805
1168,60,3,4.060443010546419,9.292104673778823,1,1,1,1,0,0,13,4,1,3,5,6,5,6,6,0,0,10,10,1,0.0,1,3,4,2,2,1,6,786.0,5,0.0,173.0,959.0,2,4,1,3,6.8658910748834385,712,0,7.421177528595393,1.0,0.0,2,1,3,1,1,7,4,1,1,4,6.0,3,2.0,472.0,1,2,2,0,38,0,0,0,0,0,2,2006,2,3,12.061046873479915
1169,70,3,4.787491742782046,9.527192821727743,1,0,1,1,1,0,5,2,1,3,5,6,7,73,22,2,0,5,2,1,0.0,1,3,2,1,2,1,1,626.0,5,0.0,501.0,1127.0,2,4,1,3,7.119635638017636,872,0,7.653494909661253,0.0,0.0,2,0,4,1,2,7,4,2,1,3,73.0,1,2.0,540.0,1,2,2,0,0,0,0,90,0,0,7,2008,2,3,12.367340793126296
1170,60,3,4.770684624465665,10.48458522928745,1,1,1,1,4,0,22,2,1,3,5,10,5,11,10,2,0,6,5,2,1378.0,2,2,4,3,2,4,6,1387.0,5,0.0,543.0,1930.0,2,4,1,3,7.5126175446745105,1796,0,8.196161139282902,1.0,0.0,3,1,4,1,2,10,4,1,1,4,11.0,3,3.0,807.0,1,2,2,361,76,0,0,0,0,0,7,2006,2,3,13.345506928718539
1171,80,3,4.330733340286331,9.198267790741914,1,0,1,1,0,0,9,2,1,3,4,6,6,31,31,0,0,7,7,1,0.0,1,3,2,1,2,3,4,522.0,5,0.0,574.0,1096.0,2,2,1,3,7.0192966537150445,0,0,7.0192966537150445,1.0,0.0,1,0,3,1,1,6,4,1,0,4,31.0,3,1.0,358.0,1,2,2,203,0,0,0,0,576,0,7,2008,2,3,12.049418835484797
